id,frequency,word
114315,הארוטי,5
114316,שהדי,1
114317,במרומים,1
114318,שהאובססיות,1
114319,חרדי,1
114320,שהדריך,1
114321,בנותעשרה,1
114322,מקצתם,1
114323,להוצאתם,1
114324,ולהשלכתם,1
114325,לתעלה,1
114326,הסבו,1
114327,חוסראמון,1
114328,החדיר,4
114329,תמונתסטודיו,1
114330,מענות,2
114331,שמתה,3
114332,יקרתערך,1
114333,הצטרכת,1
114334,מתיקותה,1
114335,מתעלסים,1
114336,ערבוביה,1
114337,רשמים,2
114338,טובע,6
114339,בייאוש,1
114340,שאיאלץ,1
114341,נקיפותמצפון,2
114342,שיטבחו,1
114343,ישעבדו,1
114344,והחולשות,1
114345,שהחזה,3
114346,בסיליקון,3
114347,פתיינית,1
114348,דמויאהבה,1
114349,שלהסטוריה,1
114350,הציתה,4
114351,שהחמאס,1
114352,תתקדם,7
114353,חמקנית,1
114354,שלהיסטוריה,1
114355,שנוייה,1
114356,שקודמת,1
114357,מהאורגניזמים,3
114358,שמאיים,4
114359,שהונהגה,1
114360,שחיברה,1
114361,שרוחבה,1
114362,הפסדנצחון,1
114363,לסכוםאפסאפס,1
114364,ומערבים,1
114365,בטריטוריות,2
114366,העלתם,2
114367,שמשוחקים,1
114368,אופטימ,1
114369,נצחוןנצחון,3
114370,מתואם,4
114371,הפסדהפסד,1
114372,שההסטוריה,2
114373,יוונים,2
114374,שיתיחסו,2
114375,מייחס,3
114376,לדינמיקת,1
114377,ללאומים,1
114378,הפצצת,1
114379,שהרווחה,2
114380,שתוותרו,1
114381,מחלקתעסקים,1
114382,שבמחלקת,1
114383,תאורים,4
114384,שדינמיקת,2
114385,לאפוקליפסה,1
114386,הציויליזציות,1
114387,תתחזק,1
114388,גורלותיהם,1
114389,שיציב,1
114390,שבמשהו,1
114391,ספירלת,4
114392,נאיביות,3
114393,ציניות,2
114394,כשהגורל,1
114395,כשהרווחה,1
114396,ויניעו,1
114397,וספירלת,1
114398,לרובריקה,1
114399,וכאמריקאי,1
114400,שלבטחון,1
114401,כחייזר,1
114402,ישנא,1
114403,שלהבין,2
114404,ממאמץ,2
114405,קולטר,2
114406,התבוני,2
114407,וממושמעת,1
114408,ששאפתי,1
114409,בלקרוא,1
114410,בקינים,1
114411,ומאספי,1
114412,הלטאות,1
114413,וטיפשות,1
114414,ונדדו,2
114415,מהבוגרים,2
114416,קרייטון,3
114417,וכשסטיבן,1
114418,שמצצו,1
114419,מצצו,1
114420,לביצת,2
114421,יען,1
114422,קנונייה,1
114423,תחמנים,1
114424,קודחים,3
114425,מהחרק,1
114426,ומשבטים,1
114427,מדינוזאור,1
114428,בדינוזאור,1
114429,מתלמידות,1
114430,שווייצר,2
114431,מעוגלים,2
114432,דגמה,1
114433,הל,5
114434,שידנו,1
114435,טירנוזאורוסים,1
114436,הבי,1
114437,שהבי,2
114438,הסידן,7
114439,שמקשר,4
114440,וזרקה,1
114441,מאובנות,1
114442,ושקופים,1
114443,אוסטיאוציטים,1
114444,וקורס,1
114445,מתבלה,2
114446,סחוס,15
114447,שדנא,1
114448,כדינוזאורים,1
114449,המגושמים,2
114450,הולוסירפטור,3
114451,סיווגנו,1
114452,השבחה,4
114453,שההשבחה,1
114454,ותוקע,2
114455,זברה,4
114456,פוףף,1
114457,והפעלת,1
114458,מאבותיו,1
114459,התעוררויות,1
114460,מתרנגולת,3
114461,לארסון,2
114462,מקגיל,1
114463,בהיווצרות,4
114464,העוברית,2
114465,בהפיכתה,2
114466,כשהעובר,1
114467,הארכיאופטריקס,2
114468,ומאחה,1
114469,מלאחות,1
114470,שבוקעת,3
114471,שבעובר,1
114472,וסופג,2
114473,מלהיספג,1
114474,תרנגולוזאורוס,1
114475,סנדרס,1
114476,בניסוח,3
114477,כשהתרנגולוזאורוס,1
114478,יבקע,1
114479,בהמשכה,2
114480,פרברית,1
114481,בהשקעת,1
114482,תחלואי,1
114483,השיכונים,3
114484,משכנה,1
114485,וכשמדרדרים,1
114486,הפומביים,2
114487,והמשותפים,1
114488,ככרות,3
114489,וככרות,1
114490,לחייינו,1
114491,והבחורות,1
114492,שותתים,1
114493,צקי,1
114494,צייז,1
114495,ישתתו,1
114496,וחדיר,1
114497,המלצריות,1
114498,קוואנזה,1
114499,ואייאמ,1
114500,השיכורים,1
114501,שאייאמ,1
114502,ואמאייטי,2
114503,הככר,2
114504,ברגשותיו,1
114505,אייאמ,2
114506,וקוב,1
114507,שבוקע,1
114508,והדקדוק,1
114509,נקשט,1
114510,בדיוקנאות,1
114511,סאדאם,2
114512,העריצים,1
114513,שנרגיש,3
114514,סרטוגה,1
114515,קיוואניס,1
114516,מהעוף,1
114517,הצלוי,1
114518,וצעקו,1
114519,צילמת,1
114520,שירד,3
114521,הדד,1
114522,השירטוטים,1
114523,טייק,3
114524,אוואי,1
114525,זין,6
114526,הפורצים,4
114527,שיכונים,2
114528,הקרוייה,1
114529,בגלן,1
114530,ההיפותטים,1
114531,לאורבניזם,2
114532,והרוס,1
114533,אורבניזם,1
114534,שבכביש,1
114535,לגונן,2
114536,ולרכך,1
114537,למוהיקני,1
114538,המחפיר,2
114539,לחקלאי,4
114540,האורבניות,2
114541,מטראומת,1
114542,סלידה,5
114543,לתרופתנגד,1
114544,לצדי,4
114545,ממנעמי,1
114546,וולמארטס,1
114547,הפרברי,1
114548,לגיחוך,1
114549,שבחיי,3
114550,מצדדיו,1
114551,במופגן,2
114552,מצדדי,1
114553,המשדרת,1
114554,שסקיפי,1
114555,העוזי,1
114556,שהתר,2
114557,משתרללת,1
114558,חניבעל,1
114559,ווגאס,1
114560,לכלואי,1
114561,בפיתחו,1
114562,שיתאפיין,1
114563,בקץ,1
114564,שנשענת,3
114565,לקיצם,1
114566,מביישת,1
114567,הבולגרים,1
114568,שלשום,5
114569,האורבניסטים,1
114570,וחפרו,1
114571,מסביבתם,3
114572,אינטרגלי,1
114573,יתוכננו,2
114574,יותאמו,2
114575,הגרוטאות,2
114576,ונתקן,1
114577,ונתייחס,1
114578,יתמזל,2
114579,שיתעוררו,1
114580,והעיירות,1
114581,ייקטן,1
114582,הסופרמכונית,1
114583,אלטרנטיבים,1
114584,בשנתנו,1
114585,יסובו,1
114586,להתחייס,1
114587,אחיהם,2
114588,לתעות,1
114589,לביטול,4
114590,מהאגזוזים,1
114591,והארובות,2
114592,מדלקים,5
114593,כבעיית,5
114594,שיגורו,3
114595,מתעייר,1
114596,הנצרכת,3
114597,מוכתבות,1
114598,בפליטה,2
114599,שהתושבים,2
114600,ושימושים,2
114601,כעמודי,1
114602,שבכלליות,1
114603,הגריטה,1
114604,כשיכולים,2
114605,מביתי,5
114606,הרידגווי,1
114607,גרנסי,1
114608,המקדחות,1
114609,בריזה,1
114610,פיספסו,2
114611,איבוק,1
114612,ודומייהם,1
114613,לערינו,3
114614,ומפרידים,2
114615,הוקן,3
114616,מכירתו,1
114617,שיחיו,2
114618,גונבות,2
114619,אמיליו,1
114620,סלינו,1
114621,כחלקים,2
114622,השוררת,2
114623,לבהיס,1
114624,וילחיץ,1
114625,ילחיץ,1
114626,יתקשו,1
114627,גורטרי,1
114628,ממצבה,2
114629,שאףאחד,1
114630,באףאחד,1
114631,התנהגנו,1
114632,כקורבנות,2
114633,פורפיריו,1
114634,אלפחה,1
114635,וסוחרי,2
114636,והחוטפים,1
114637,המתנהגת,1
114638,כקורבן,1
114639,הלוקחת,2
114640,מהחלשה,1
114641,אדישות,5
114642,שלמקסיקו,1
114643,מהכחשה,1
114644,תזרע,1
114645,חומרת,2
114646,בלפעול,2
114647,לזעם,4
114648,לינצים,1
114649,ולוקחת,4
114650,מסווה,4
114651,כלפיך,1
114652,ואפקטיבית,1
114653,גאלנה,1
114654,הכופר,3
114655,החוטפים,2
114656,לבירת,2
114657,לחוטפים,1
114658,שהפושעים,2
114659,בציוואווה,1
114660,גוליאנים,1
114661,יסכים,4
114662,בעוזרינו,1
114663,שמסיוסארה,1
114664,ושרנו,1
114665,בתמימות,3
114666,שהעלבון,1
114667,זועקת,1
114668,מסיוסארה,1
114669,מהלוחמים,1
114670,שתחפוץ,1
114671,גנדים,1
114672,לגנדים,1
114673,להצטרץ,1
114674,החגיגות,4
114675,הקנטינות,1
114676,מריאצי,1
114677,הסרנדות,1
114678,האכסניות,1
114679,גריטו,1
114680,סןמיגל,1
114681,יובנליס,2
114682,לראויים,2
114683,לחיותם,2
114684,גאוות,1
114685,הקורבט,1
114686,נחנה,1
114687,ונקיף,1
114688,נקיף,2
114689,לנקיות,1
114690,ביודענו,2
114691,תאדלק,1
114692,בעירה,10
114693,המיוחס,1
114694,לרכיבי,1
114695,ולתוכנה,1
114696,שבראשכם,2
114697,הדשנים,3
114698,יודעית,1
114699,מתחנה,2
114700,ובמיליון,1
114701,שקבענו,2
114702,לייתר,1
114703,והטנדרים,1
114704,מהבעלים,1
114705,ומימן,2
114706,ובטנדרים,1
114707,המעבדים,6
114708,כשנאבקים,1
114709,שבדעת,1
114710,כרצינית,1
114711,היפניים,5
114712,כשהצרכנים,1
114713,כשהמחוקקים,1
114714,יוגבל,1
114715,התעלפויות,1
114716,ונזרקתי,1
114717,וניסיונות,1
114718,ותלאות,1
114719,הטיטאנים,3
114720,כמטופל,3
114721,ורנה,2
114722,לספרייה,3
114723,ותמשיך,3
114724,מחוללי,4
114725,ותפקידים,2
114726,בלחלוק,1
114727,הדאיגו,2
114728,מלתחה,1
114729,מוביסנטה,2
114730,לטאבלט,1
114731,ברדמונד,1
114732,באדיבותם,1
114733,להמרח,1
114734,בטיוק,7
114735,נסרוק,2
114736,תקפיא,1
114737,ביקשת,1
114738,ויד,1
114739,ואשלח,3
114740,הביופסיה,1
114741,ומנתחות,1
114742,לקלינאים,1
114743,ומטופלים,3
114744,וזיהומים,1
114745,בהחלמה,1
114746,פצעי,4
114747,הזדהמו,2
114748,למזוהמים,1
114749,ליקר,2
114750,שהשירותים,1
114751,וכשחישה,1
114752,בכימיית,1
114753,המרושתים,1
114754,התווך,6
114755,תחומיים,2
114756,וקטלניים,1
114757,שמופיעות,3
114758,מהתורים,1
114759,במורשת,5
114760,ותריסר,1
114761,רוקח,2
114762,תזונאי,1
114763,יועצת,3
114764,גילאית,1
114765,שיטפלו,6
114766,שיסופקו,1
114767,שהאחד,3
114768,והאולי,1
114769,כממוצעים,1
114770,כמטופלים,1
114771,ייעלו,1
114772,ייעלתי,1
114773,לסקי,3
114774,שתרפיית,1
114775,הבריאותיים,2
114776,בשרתים,2
114777,מחודשים,1
114778,ושבועות,2
114779,לריצוף,5
114780,לגנטיקה,3
114781,יכשל,3
114782,ובעצמנו,1
114783,גמלי,2
114784,לפרוסקופיה,2
114785,הטד,3
114786,וציון,2
114787,מדוברי,1
114788,ותגרמו,2
114789,סדרהיום,4
114790,לטיבה,1
114791,מסדריום,1
114792,מנתחמידע,1
114793,בהרלד,1
114794,ואישיציבור,1
114795,פטריוטי,2
114796,גיאופוליטי,2
114797,האדוםלבןכחול,1
114798,ולשבריריות,1
114799,קוסמונאוטים,1
114800,הסביבתנים,1
114801,נסערים,3
114802,ימת,7
114803,אראל,9
114804,מדעןמתכנן,1
114805,נבואותיו,2
114806,ודאגותיו,1
114807,תכניתאב,1
114808,הקנריים,2
114809,תאישמש,1
114810,דיטר,1
114811,ראמס,1
114812,ומהאובייקטים,1
114813,ויתמזער,1
114814,ולגינונים,1
114815,שבהכשהעולם,1
114816,וההתמצאות,1
114817,המסוגנן,1
114818,האלטרנטיבי,2
114819,שהוענק,3
114820,המקסין,1
114821,חושנית,4
114822,הפיננשל,1
114823,קינאו,1
114824,שהשיגה,3
114825,לפריוס,1
114826,ההיברידי,1
114827,שהתחרה,1
114828,המופתי,3
114829,ומסוגיית,1
114830,ניסוג,1
114831,תתחלק,2
114832,אינטגרליות,1
114833,לטבען,1
114834,הצפוןאמריקאית,1
114835,לתעבורת,1
114836,נושל,2
114837,צפוןאירופית,1
114838,ומינכן,1
114839,ברותההשוואה,1
114840,שהדחיסות,1
114841,מסוגיות,1
114842,וקופנהגן,2
114843,ובזיהום,1
114844,וחצימיליארד,1
114845,אסוג,1
114846,ואבחן,2
114847,שככלי,1
114848,במבחר,2
114849,ויליס,2
114850,פאבר,1
114851,נסיעתאוטובוס,1
114852,שהגג,2
114853,שהאידאל,1
114854,מהמחולל,1
114855,מעיינים,2
114856,חווט,1
114857,וכשהתמונה,1
114858,ששלפנו,1
114859,מהארכיון,2
114860,שיאוורר,1
114861,ינשום,2
114862,ויוריד,1
114863,ונחגגת,1
114864,שנפתחה,1
114865,והדמיות,2
114866,לצייןשחיפוי,1
114867,בטכנולוגייה,2
114868,כגימור,1
114869,דילגתי,2
114870,ולהטיח,1
114871,וקילומטרים,1
114872,וסטנסטד,1
114873,חשמלשיוצרת,1
114874,עומסי,2
114875,סטנסטד,1
114876,עפרונות,10
114877,ומשולשים,2
114878,ואלרי,1
114879,לרקין,1
114880,בדיסקט,1
114881,והעתידיים,3
114882,פרוטגוניסטים,1
114883,חגיגיים,1
114884,ורלוונטים,1
114885,הרייכסטאג,1
114886,חיפשנובמידת,1
114887,סינגור,1
114888,לחדשו,2
114889,ההומניסטי,1
114890,מהאקולוגיה,1
114891,בביומסה,4
114892,אקוויפרים,1
114893,הטכנולוגייה,2
114894,באוורור,1
114895,מתפתלים,4
114896,ההפחתה,1
114897,וסוויס,1
114898,חורץ,2
114899,שמחולקים,1
114900,למשולשים,1
114901,הטריאנגולציה,1
114902,אטריום,1
114903,קונבנציונאלים,1
114904,ובסיס,2
114905,לימת,2
114906,והימים,4
114907,שמציל,3
114908,שיפצה,2
114909,ויוזן,1
114910,והתרגום,3
114911,הגראנד,4
114912,קנאל,1
114913,התנודתיות,2
114914,והעוינות,3
114915,ופורה,1
114916,סיןלמשל,1
114917,תקים,1
114918,ומרחיבים,2
114919,במדת,1
114920,המגההבניין,1
114921,כחללי,1
114922,שהוברט,1
114923,הוברט,1
114924,האמביציות,1
114925,הבעתי,1
114926,שערב,1
114927,הנחתנו,2
114928,שפיצחנו,2
114929,במאובנים,4
114930,וביטאתי,1
114931,מהנמרים,1
114932,והאסיאניםפסיפיים,1
114933,חלוניי,1
114934,חצימעגל,1
114935,באודם,1
114936,ואפור,1
114937,ובסתר,2
114938,ואחותו,3
114939,והתחננה,1
114940,מרופטים,1
114941,מפוחדות,1
114942,תקוותיהם,1
114943,הישגיהם,1
114944,וכמי,2
114945,האודם,1
114946,כשמתפוצצת,1
114947,הסטקטו,1
114948,המפתלים,1
114949,הזמזומים,1
114950,והיללות,1
114951,המתריעות,1
114952,הסירנות,3
114953,צורמים,2
114954,צווחות,1
114955,והרעמים,1
114956,בנסיעותיי,1
114957,מסודן,1
114958,סמיה,1
114959,מבוסניה,3
114960,סרייבו,10
114961,פלשתינאית,3
114962,וצלילי,2
114963,בעיסוקים,1
114964,עיתוי,1
114965,הסלמה,2
114966,ושרדה,1
114967,והפגינה,1
114968,איתנות,1
114969,ופצועים,2
114970,סטריליות,1
114971,לפצועים,1
114972,לאונס,1
114973,ולפצועים,1
114974,ומושחתות,2
114975,נהיתה,2
114976,בוהות,3
114977,באויבינו,1
114978,ומנחות,1
114979,שבפגיעה,1
114980,מזלט,14
114981,ובינלאומית,1
114982,ולאחי,3
114983,נפחד,2
114984,הפיצוצים,1
114985,פארידה,1
114986,מסרייבו,1
114987,וקיימה,1
114988,וצלו,1
114989,וכובעים,1
114990,ומעילים,1
114991,נאהיה,1
114992,בעזה,6
114993,שהפסיקה,2
114994,ואפתה,1
114995,ויולט,1
114996,בטבח,1
114997,שבכנסיה,1
114998,קברה,1
114999,ולבתי,3
115000,ומתגרשים,1
115001,והפן,1
115002,והמפעלים,2
115003,בניצחון,3
115004,שהשלום,2
115005,שציפורני,1
115006,והוציאה,2
115007,שועבדו,1
115008,וחיילים,4
115009,התחמושת,1
115010,ציפורני,2
115011,ואונסת,1
115012,ובבנות,1
115013,המוקצב,2
115014,ונפגעת,1
115015,ועסקיים,1
115016,ואחיהם,1
115017,ושרות,2
115018,מהעורף,1
115019,ומעשים,1
115020,וניפגש,1
115021,כמושלתלשעבר,1
115022,שגיבשתי,1
115023,מושלת,5
115024,קטנטונת,3
115025,גרינוויל,3
115026,אלקטרולוקס,7
115027,ואלקטרולוקס,1
115028,שישכחו,2
115029,המושלת,2
115030,לגרינוויל,1
115031,הקבינט,2
115032,ונציע,1
115033,לאלקטרולוקס,1
115034,התותחים,2
115035,האדמינסטרטיבי,1
115036,רוקנו,4
115037,וכשערמנו,1
115038,ובערימה,1
115039,ויקריב,1
115040,בגרינוויל,3
115041,בחוארז,2
115042,שבמקסיקו,2
115043,שבגרינוויל,1
115044,פוצצו,5
115045,שבמישיגן,1
115046,אסיפה,2
115047,הסעודה,2
115048,כמושלת,1
115049,ניגנה,1
115050,מקועקע,1
115051,וכובע,1
115052,מצחיה,1
115053,ואיתו,3
115054,בבנותיו,1
115055,שנסגרו,1
115056,וכשנראה,1
115057,שהנורמה,1
115058,כינים,1
115059,ניקלבק,1
115060,ודונלד,1
115061,טראמפ,5
115062,הזיבה,1
115063,והתקבלו,2
115064,למושלים,1
115065,תתחרו,3
115066,ומושקע,1
115067,תמהרו,1
115068,בפסיביות,2
115069,הדומפלגתית,1
115070,להצטרפות,2
115071,ביעד,6
115072,שהציב,4
115073,ואוהיו,1
115074,ננהיג,3
115075,ואנרגיית,2
115076,אקים,4
115077,לאנרגיית,3
115078,הגיאותרמי,2
115079,תנהיג,2
115080,ולפסולת,1
115081,הביודלקים,5
115082,הליתיוםיון,1
115083,יכבד,2
115084,דרוםקרולינה,1
115085,רפובליקניים,1
115086,חסריסבלנות,4
115087,העריקים,1
115088,שיאתגר,2
115089,והפרטיים,2
115090,הערךנטו,1
115091,כשפיצחנו,1
115092,משתלמים,2
115093,משתתפות,4
115094,ואוכלות,1
115095,שארצי,4
115096,האויבות,1
115097,מאחותה,1
115098,כשחלפתי,1
115099,מזכרוני,1
115100,רוחחיים,4
115101,ובזרועותיה,1
115102,בחוסראונים,1
115103,לשכנותיה,3
115104,אמרוק,1
115105,מהגבול,1
115106,יציאתי,1
115107,המכוערות,1
115108,כפליטה,1
115109,כמהגרים,1
115110,תיחשף,4
115111,והובאתי,1
115112,אושלך,1
115113,ואוחזר,1
115114,ולכלוא,2
115115,לחברו,2
115116,בשגרירויות,1
115117,ומוחזרים,3
115118,לארצם,1
115119,וכולאים,1
115120,ולהיאבק,3
115121,שההסתגלות,1
115122,ונתפסנו,1
115123,כשהקצין,1
115124,חרשיםאילמים,1
115125,בתהלוויה,1
115126,בחשד,5
115127,לאוס,2
115128,בלאוס,3
115129,והושלכה,1
115130,והשוחד,1
115131,ונכלאה,1
115132,נואשתי,1
115133,שלזר,1
115134,ושילם,1
115135,יתרת,2
115136,הנדיב,4
115137,שנדיבות,1
115138,ותמיכתה,1
115139,והתאחדנו,1
115140,ולהשראה,1
115141,קונכיית,4
115142,אבלוני,3
115143,האבלוני,7
115144,מרוכב,1
115145,ממסתו,1
115146,מהקרוב,1
115147,מקרוסקופי,1
115148,המעודנות,2
115149,לקונכיית,3
115150,אטמוספרי,3
115151,הננומטרי,1
115152,שכשזכר,1
115153,דיאטומים,2
115154,זכוכיתיים,1
115155,שהדיאטומים,1
115156,משתכפלים,1
115157,ננומטרית,1
115158,בבקטריות,3
115159,שייהיה,1
115160,בפוטוסינטזה,1
115161,אוורירי,2
115162,וסיליקון,1
115163,וריבוזומים,1
115164,מעודנים,4
115165,תשברו,1
115166,מגנטוטקטיות,1
115167,הקונכיה,3
115168,במטען,2
115169,פחמה,1
115170,ופחמה,1
115171,מהטבלה,2
115172,וכשהופכים,1
115173,ותצטרך,2
115174,שמשקל,2
115175,נשפע,1
115176,ממסה,1
115177,מולרית,1
115178,ווקשה,1
115179,לדוקטורנט,1
115180,בקטריופאג,2
115181,וכשעושים,4
115182,מהמיליארד,1
115183,קשקשי,1
115184,והוירוסים,1
115185,ודקים,1
115186,והסוללה,1
115187,הפריוס,1
115188,תיגבורים,1
115189,התיגבורים,1
115190,פוטומאיץ,1
115191,כאנטנה,1
115192,ננוחוטים,1
115193,מוירוסים,4
115194,כשמאירים,2
115195,סינטוזדיו,1
115196,מנצילות,1
115197,לנצילות,2
115198,להיפ,1
115199,ואניטה,1
115200,ספירנגס,1
115201,ממרומי,1
115202,ופרדוקס,1
115203,שלגדול,2
115204,ואימוצו,1
115205,הרציף,4
115206,ומצויירים,1
115207,אזוטריים,1
115208,מהמועדון,1
115209,האקסקלוסיבי,1
115210,לגבריםבלבד,1
115211,ישתייך,1
115212,שבבוא,1
115213,שקישרתי,1
115214,לחצאיות,1
115215,המרשרשות,1
115216,ולכריות,1
115217,לברנרד,1
115218,באומגרדנר,2
115219,נואמות,1
115220,מניפסטה,1
115221,גרביוני,1
115222,שאסתטיקה,2
115223,פטריאכליה,1
115224,אוןליין,1
115225,וסופרחכמות,1
115226,פמיניסטינגקום,1
115227,פמיניסטים,1
115228,פמיניסטינג,1
115229,ממנהלן,1
115230,ממתבגרות,1
115231,שנאתגברים,1
115232,בירקנשטוק,2
115233,ופעילת,1
115234,סמהיטה,1
115235,מוקופאדהי,1
115236,פרז,1
115237,ולנטי,3
115238,כותבות,4
115239,בפמינסיטינג,1
115240,איקון,1
115241,התפקחות,1
115242,קטנותנו,1
115243,בגדולתנו,1
115244,סוציאליזציה,1
115245,ומיוחדים,1
115246,מהציפיות,2
115247,המוגדלות,1
115248,אפתי,1
115249,בברנרד,1
115250,מתודלקת,1
115251,שהתפקחתי,1
115252,מהאשליה,1
115253,הודתי,1
115254,מהמשקה,1
115255,מתרפסת,1
115256,ניא,1
115257,מרטיןרובינסון,1
115258,ילידת,1
115259,שמקדישה,1
115260,אפט,1
115261,שהחליטה,4
115262,מריסלה,1
115263,גוזמן,1
115264,שהצטרפה,2
115265,בטירונות,2
115266,וייסדה,1
115267,כישלונם,1
115268,המקולקלות,1
115269,בהצלחתנו,1
115270,מוצצת,1
115271,המרגיע,2
115272,באקטיביזם,1
115273,כהשפעה,1
115274,והמעצבת,1
115275,לאקטיביזם,2
115276,לסוב,1
115277,למלאים,1
115278,ובגמול,1
115279,ופריצות,1
115280,שצמיחה,2
115281,חמקמקה,1
115282,בישופים,1
115283,הועצמו,1
115284,מהסוס,1
115285,עסקייהם,1
115286,ולהתארגן,2
115287,הממשלים,3
115288,סללוריים,1
115289,הסקתי,3
115290,שקישוריות,2
115291,ענייות,3
115292,ביזבוז,2
115293,להאם,3
115294,שטלפונים,1
115295,שהתמחות,1
115296,תתמחו,1
115297,שניינו,3
115298,להסתמכות,1
115299,מקדמה,1
115300,והמשכורת,2
115301,פטרנליסטי,1
115302,ולנענע,1
115303,ומשלמת,1
115304,שטלפון,2
115305,גונופון,1
115306,שבבנגלית,1
115307,נדחתי,1
115308,מהעניות,1
115309,שבעניות,1
115310,ואיבוד,1
115311,הנורבגית,2
115312,ובנק,1
115313,ולקצר,1
115314,קימעונאי,1
115315,מהתעבורה,2
115316,הגנרטורים,1
115317,מהגנרטורים,1
115318,המעוררת,3
115319,צורותחיים,2
115320,מצורותהחיים,1
115321,מספל,1
115322,הטרופית,4
115323,במיני,2
115324,מהמפלצות,1
115325,הכתמת,1
115326,פלואורוצנט,1
115327,גימסה,1
115328,ומיקרוסקופ,1
115329,פאטימה,1
115330,נאווגוט,1
115331,וגולי,2
115332,שהעמידה,1
115333,לאיבחונים,2
115334,להישגיד,1
115335,נעוצה,7
115336,לתחזקם,1
115337,באשרם,1
115338,בסוואגרם,1
115339,ותאילנד,2
115340,שדהבהיר,2
115341,מיקרוסקופיה,4
115342,קיפולי,3
115343,וההתקן,1
115344,המיקרואופטיקה,1
115345,משובצת,6
115346,לשלמות,13
115347,ההכתמה,1
115348,משחילים,1
115349,הכיוונון,1
115350,והמאפשר,1
115351,ולדרוך,2
115352,יעודיים,5
115353,מהתצורות,1
115354,שמיקרוסקופים,1
115355,שמקרינים,2
115356,ואפעיל,1
115357,ואקרין,1
115358,עיןמורכבת,1
115359,המחוש,1
115360,כולכית,1
115361,מהמיקרוסקופים,1
115362,כביסת,1
115363,במייבש,3
115364,ומתכופפת,1
115365,דרךעבודה,1
115366,מיקרוסקופיית,1
115367,השתמשוזרוק,1
115368,צילומיבזק,1
115369,שהקיפולים,1
115370,ההנדסיים,2
115371,שהמיקרוסקופים,1
115372,ומשליך,1
115373,צגס,1
115374,וגיארדיה,1
115375,מיקרוסקופמתקפל,1
115376,בכיסיהם,2
115377,פיקדתי,1
115378,שנעשתי,1
115379,תרגולי,1
115380,התרמיל,5
115381,צניחות,2
115382,נמחצות,1
115383,אוקטבות,1
115384,התראת,1
115385,היכון,1
115386,מהודק,3
115387,רסר,1
115388,מתחתיך,2
115389,הנמכה,1
115390,נחיתת,1
115391,העכוז,1
115392,ושרירי,2
115393,הסמיכה,1
115394,סבוב,1
115395,וגילגול,1
115396,שנחבטתי,1
115397,נענעתי,1
115398,מהקרב,2
115399,שפיקדנו,1
115400,ופיקוד,2
115401,תאל,2
115402,באפורד,1
115403,בגטיסבורג,1
115404,בוייאטנם,1
115405,וחונכתי,1
115406,רימו,8
115407,מהמגדים,1
115408,בגדוד,2
115409,סגמ,1
115410,מקקריסטל,4
115411,בקמ,1
115412,והמחלקה,1
115413,משורינת,1
115414,וחוסלנו,1
115415,חוסלנו,1
115416,הזיע,3
115417,גחונו,1
115418,המגד,1
115419,והעמיד,2
115420,ולימד,1
115421,שמפקדים,1
115422,הביקורתיות,1
115423,שפיקדתי,2
115424,לפיקוד,1
115425,ושלהם,1
115426,והמפקדים,1
115427,שהובלתי,1
115428,מלחיצת,2
115429,שפער,2
115430,פלוגת,1
115431,ובמבצע,1
115432,בפלוגה,2
115433,כשזרק,1
115434,וחייל,1
115435,מהקרבות,1
115436,מהמפקדים,1
115437,וטקטיקות,2
115438,ולגיטימי,1
115439,מהקצינים,1
115440,הגידים,1
115441,בגדודי,1
115442,החיל,1
115443,סתמית,3
115444,תאמן,8
115445,משבועת,2
115446,שיחסים,2
115447,משרמן,1
115448,לגרנט,1
115449,ולבטוח,2
115450,חטובים,2
115451,שסמכת,1
115452,קראנאך,1
115453,תטבול,1
115454,ונעורים,1
115455,נעורי,4
115456,פונסה,1
115457,שבילו,3
115458,ראנדו,1
115459,להצעיר,2
115460,שוחזר,1
115461,ווייגרס,1
115462,פרהביוסיס,2
115463,להיפגם,1
115464,ניווניות,1
115465,ומכנית,1
115466,שנוירופתולוגים,1
115467,מהאורגניזם,1
115468,זיהומיות,8
115469,המעבירים,4
115470,מרקמה,3
115471,דמוייההורמון,1
115472,להתמעט,1
115473,בדלקות,1
115474,ובפציעות,1
115475,דמוייהורמון,1
115476,הכרונולוגי,1
115477,מיתאם,6
115478,המודגש,2
115479,מיתאמים,1
115480,הפרהביוסיס,1
115481,במניין,1
115482,עצבייים,1
115483,פלסמה,4
115484,הפלסמה,2
115485,כאת,1
115486,כשעכברים,1
115487,האדםיש,1
115488,בפלסמה,3
115489,ולבקרה,1
115490,בארנס,1
115491,חקוקים,2
115492,להצעירם,1
115493,מהחשיפה,3
115494,גורמיםזקנים,1
115495,ממתנדבים,2
115496,מהמטפלים,1
115497,שמעיין,1
115498,מאפידמיולוגית,1
115499,ויחיו,3
115500,בעיתי,1
115501,זיקפות,1
115502,והתמכרויות,1
115503,כהגיוני,1
115504,ובטוב,1
115505,הבריחו,1
115506,לשורה,7
115507,ומזריק,1
115508,ופרנקי,1
115509,וקהה,1
115510,להתמסטל,2
115511,מאנקדוטות,1
115512,נרקומנים,2
115513,התשעה,1
115514,במחטים,4
115515,מתמסטל,1
115516,הנרקומנים,1
115517,והשוטרים,2
115518,הנוסחא,1
115519,ואחטוף,1
115520,ותהרוג,1
